ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,Currituck,37053,"Currituck County, North Carolina",261.9377042,25796,0,15557,47,10148,239,2562,567,608,198,30017,1409,1980,355,3996,112,5742,28,3711,393,854,213,3304,74,83,121,76,55,2228,211,196,98,270,113,134,95,10.0,2.2,4.8,1.5,30017.0,1409.0,10.8,1.9,15.5,0.4,22.3,0.1,14.6,1.5,8.4,2.1,12.8,0.3,0.3,0.5,0.5,0.4,14.3,1.4,1.9,1.0,2.7,1.1,0.5,0.4,0.0404,0.1212,0.1515,0.1717,0.4848,0.0808,0.1818,0.6465,0.2121,0.4848,1.5252,0.1111,0.1616,0.0404,0.202,0.0505,0.0606,0.2424,0.3232,0.0303,0.0303,0.6868,0.0,2.8988,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,538,13.7,2.1,20263
37,NORTH CAROLINA,NC,Dare,37055,"Dare County, North Carolina",383.2252969,35741,0,34515,64,15441,479,2929,525,1000,250,33550,1664,1793,296,7181,85,6909,86,4775,461,965,259,4447,51,703,306,1582,272,1925,341,427,187,486,160,177,111,8.2,1.5,5.2,1.3,33550.0,1664.0,6.7,1.1,20.1,0.2,19.3,0.2,13.4,1.3,6.2,1.7,12.4,0.1,2.1,0.9,4.6,0.8,5.6,1.0,2.8,1.2,3.1,1.0,0.5,0.3,0.0,0.1515,0.0606,0.0,0.2121,0.0101,0.6768,0.2727,0.1212,0.1818,1.2525,0.0505,0.1111,0.7071,0.8182,0.3535,0.798,0.0606,0.8182,0.0505,0.0303,1.7576,0.1818,4.0404,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5293,790,14.9,2.2,37294
37,NORTH CAROLINA,NC,Haywood,37087,"Haywood County, North Carolina",553.5597741,60433,0,35398,85,26336,566,8304,1130,1319,279,29453,1201,5383,477,14548,86,11069,89,10530,625,2001,299,4300,66,430,157,593,169,6397,625,428,143,1176,236,504,121,13.9,1.9,4.7,1.0,29453.0,1201.0,11.9,1.1,24.1,0.1,18.3,0.1,17.6,1.0,7.6,1.1,7.1,0.1,0.7,0.3,1.7,0.5,18.1,1.8,1.6,0.5,4.5,0.9,0.8,0.2,0.2222,0.101,0.202,0.2828,0.808,0.1515,0.8788,0.1515,0.5859,0.3232,1.9394,0.4848,0.0202,0.1818,0.202,0.0505,0.4444,0.4141,0.1818,0.1919,0.0909,1.3231,0.0505,4.2725,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6453,771,10.8,1.3,47678
37,NORTH CAROLINA,NC,Clay,37043,"Clay County, North Carolina",214.9833341,10813,0,7309,38,5062,291,1700,447,105,83,26590,3068,958,240,3172,56,1889,98,1986,267,174,114,680,19,46,87,116,82,1437,273,34,44,349,146,41,37,15.8,4.1,2.3,1.8,26590.0,3068.0,11.5,2.9,29.3,0.5,17.5,0.9,18.4,2.5,3.4,2.2,6.3,0.2,0.4,0.8,1.6,1.1,19.7,3.7,0.7,0.9,6.9,2.8,0.4,0.3,0.3939,0.0,0.303,0.2323,0.9292,0.1717,0.9798,0.0909,0.6667,0.0101,1.7475,0.3131,0.0101,0.0606,0.0707,0.0,0.404,0.4747,0.0101,0.6364,0.0101,1.5353,0.1111,4.2827,0.0303,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1570,353,14.6,3.3,8132
37,NORTH CAROLINA,NC,Union,37179,"Union County, North Carolina",632.6878133,226694,0,79644,124,75165,591,19921,1497,6213,608,34379,831,14675,800,27269,68,62740,31,21112,1048,5828,525,62132,164,5613,552,1301,254,4666,445,1851,300,1923,293,2224,301,8.9,0.7,5.3,0.5,34379.0,831.0,10.2,0.6,12.0,0.1,27.7,0.0,9.4,0.5,7.8,0.7,27.4,0.1,2.6,0.3,1.6,0.3,5.9,0.6,2.5,0.4,2.6,0.4,1.0,0.1,0.0101,0.1818,0.0404,0.1414,0.3737,0.0505,0.0606,0.9899,0.0303,0.3636,1.4444,0.0707,0.4444,0.8081,1.2525,0.6869,0.404,0.0707,0.6465,0.0202,0.1717,1.3131,0.0303,4.3837,0.0404,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,21183,1505,9.4,0.7,169933
37,NORTH CAROLINA,NC,Transylvania,37175,"Transylvania County, North Carolina",378.4345911,33513,0,19560,137,14123,510,4776,615,829,255,27050,1503,2900,341,9725,88,5373,45,5377,483,796,218,3249,50,316,165,254,127,2737,376,265,112,587,162,1273,290,14.7,1.9,5.8,1.7,27050.0,1503.0,11.4,1.3,29.0,0.3,16.0,0.1,16.3,1.5,5.6,1.5,9.7,0.1,1.0,0.5,1.3,0.6,14.0,1.9,1.9,0.8,4.2,1.1,3.8,0.9,0.303,0.2828,0.2525,0.2121,1.0504,0.2121,0.9697,0.0404,0.4444,0.0909,1.5454,0.1212,0.0909,0.303,0.3939,0.101,0.303,0.2121,0.3232,0.1515,0.7576,1.7474,0.1616,4.7371,0.0505,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4786,562,14.5,1.7,28321
37,NORTH CAROLINA,NC,Camden,37029,"Camden County, North Carolina",240.328681,10447,0,4228,23,3836,172,1172,339,460,174,26951,2303,1042,254,1782,86,2491,66,1402,266,317,118,2047,19,72,85,73,69,662,158,26,33,74,66,33,47,11.2,3.2,9.3,3.6,26951.0,2303.0,14.4,3.5,17.1,0.8,23.8,0.6,13.6,2.6,8.3,3.1,19.6,0.2,0.7,0.9,1.7,1.6,15.7,3.7,0.7,0.9,1.9,1.7,0.3,0.4,0.0808,0.8788,0.2828,0.4141,1.6565,0.404,0.3434,0.8485,0.1414,0.4545,1.7878,0.3535,0.3434,0.1818,0.5252,0.1515,0.4444,0.3131,0.0101,0.0101,0.0,0.7777,0.0101,4.7472,0.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,213,8.1,2.1,6795
37,NORTH CAROLINA,NC,Lincoln,37109,"Lincoln County, North Carolina",295.8411571,81441,0,35227,78,32022,452,11593,1264,2584,399,29089,860,8357,606,13761,120,17562,34,12140,731,2634,389,12168,100,775,249,526,198,7410,537,634,175,980,246,739,160,14.4,1.6,6.4,1.0,29089.0,860.0,14.4,1.1,16.9,0.1,21.6,0.0,15.0,0.9,8.2,1.2,14.9,0.1,1.0,0.3,1.5,0.6,21.0,1.5,2.0,0.5,3.1,0.8,0.9,0.2,0.2727,0.4343,0.2121,0.4141,1.3332,0.2424,0.2929,0.5455,0.2525,0.4242,1.5151,0.0909,0.2222,0.303,0.5252,0.1515,0.3535,0.5253,0.3636,0.0505,0.1313,1.4242,0.0808,4.7977,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7929,776,9.8,1.0,64728
37,NORTH CAROLINA,NC,Stokes,37169,"Stokes County, North Carolina",449.0134653,45905,0,22186,57,19302,414,6166,771,1400,316,25091,1408,5529,524,9098,112,8920,58,6978,571,1603,331,4022,75,47,105,220,104,5530,505,291,111,629,188,528,119,13.6,1.7,6.3,1.4,25091.0,1408.0,16.5,1.5,19.8,0.2,19.4,0.1,15.4,1.2,8.3,1.7,8.8,0.2,0.1,0.2,1.0,0.5,24.9,2.3,1.5,0.6,3.3,1.0,1.2,0.3,0.1919,0.404,0.4444,0.596,1.6363,0.3939,0.6465,0.2828,0.2929,0.4545,1.6767,0.2222,0.0808,0.0101,0.0909,0.0202,0.2121,0.7374,0.1717,0.0707,0.2222,1.4141,0.0707,4.818,0.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,688,13.0,1.5,31225
37,NORTH CAROLINA,NC,Macon,37113,"Macon County, North Carolina",515.5838316,34410,0,25557,79,15699,470,5679,915,650,173,28429,1511,2938,357,9653,120,6388,84,5999,463,900,205,3684,54,554,192,235,89,3507,405,328,129,846,205,360,154,16.6,2.7,4.5,1.2,28429.0,1511.0,11.4,1.4,28.1,0.3,18.6,0.2,17.5,1.4,5.7,1.3,10.7,0.2,1.7,0.6,0.9,0.4,13.7,1.6,2.1,0.8,5.4,1.3,1.0,0.4,0.4747,0.0808,0.2222,0.2121,0.9898,0.1919,0.9394,0.1919,0.5556,0.101,1.7879,0.3636,0.101,0.6263,0.7273,0.303,0.1616,0.202,0.3939,0.4242,0.1717,1.3534,0.0606,4.8584,0.0909,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4860,589,14.2,1.7,30816
37,NORTH CAROLINA,NC,Moore,37125,"Moore County, North Carolina",697.6775595,95629,0,46638,120,38965,750,11863,1197,2244,415,33432,1318,6633,579,22698,102,20362,0,14487,763,2382,362,21808,67,1230,322,1639,247,6965,523,627,210,1712,249,1413,207,12.6,1.3,5.3,1.0,33432.0,1318.0,9.6,0.8,23.7,0.1,21.3,0.0,15.7,0.8,6.1,0.9,22.8,0.1,1.4,0.4,3.5,0.5,14.9,1.1,1.6,0.5,4.4,0.6,1.5,0.2,0.1313,0.1818,0.0707,0.0909,0.4747,0.0707,0.8485,0.4949,0.3333,0.1515,1.8282,0.3838,0.3636,0.4949,0.8585,0.3939,0.7071,0.2727,0.1818,0.1818,0.3636,1.707,0.1515,4.8684,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670,911,9.4,1.0,92042
37,NORTH CAROLINA,NC,Brunswick,37019,"Brunswick County, North Carolina",849.1869345,126860,0,86968,112,54226,889,16201,1418,3430,508,31204,726,9523,770,37182,93,20621,0,21978,989,3069,415,23147,112,1136,294,3732,440,19513,885,971,310,2181,353,910,210,12.9,1.1,6.3,0.9,31204.0,726.0,9.6,0.8,29.3,0.1,16.3,0.0,17.5,0.8,5.7,0.8,18.2,0.1,0.9,0.2,4.3,0.5,22.4,1.0,1.8,0.6,4.0,0.7,0.7,0.2,0.1515,0.404,0.1212,0.0909,0.7676,0.1414,0.9798,0.0505,0.5556,0.101,1.6869,0.2626,0.2929,0.2727,0.5656,0.202,0.7677,0.6162,0.2929,0.1212,0.0606,1.8586,0.2222,4.8787,0.1111,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13788,1105,11.0,0.9,117676
37,NORTH CAROLINA,NC,Orange,37135,"Orange County, North Carolina",397.5325362,142938,0,57502,303,52529,609,17633,1471,3353,473,40650,1803,6478,643,18364,49,28526,0,12546,840,3703,546,43814,120,4075,567,8683,617,4799,482,1100,254,2644,335,11304,733,13.4,1.1,4.4,0.6,40650.0,1803.0,7.3,0.7,12.8,0.1,20.0,0.0,8.8,0.6,7.0,1.0,30.7,0.1,3.0,0.4,15.1,1.1,8.3,0.8,2.1,0.5,5.0,0.6,7.9,0.5,0.1818,0.0606,0.0,0.0202,0.2626,0.0202,0.101,0.3232,0.0202,0.2525,0.6969,0.0101,0.4949,0.8687,1.3636,0.7879,0.9697,0.0909,0.3939,0.303,0.9192,2.6767,0.596,4.9998,0.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,10248,770,7.2,0.5,134912
37,NORTH CAROLINA,NC,Henderson,37089,"Henderson County, North Carolina",372.9300901,113625,0,56939,111,48281,623,11926,1283,1535,256,29860,763,8546,857,28504,140,22002,117,16810,754,3027,422,19068,376,2908,523,1948,268,8753,600,1096,292,2267,367,1415,224,10.6,1.1,2.9,0.5,29860.0,763.0,10.1,1.0,25.1,0.1,19.4,0.1,14.9,0.7,6.3,0.9,16.8,0.3,2.7,0.5,3.4,0.5,15.4,1.1,2.3,0.6,4.7,0.8,1.2,0.2,0.0505,0.0101,0.1717,0.1313,0.3636,0.0404,0.9091,0.2828,0.2323,0.1919,1.6161,0.1717,0.2828,0.8283,1.1111,0.596,0.697,0.2929,0.5051,0.2222,0.2222,1.9394,0.2323,5.0302,0.1313,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12919,923,11.5,0.8,101345
37,NORTH CAROLINA,NC,Iredell,37097,"Iredell County, North Carolina",574.1912982,172525,0,72834,126,65246,657,20230,1436,5349,527,32006,842,13015,863,26249,78,40440,0,22506,936,6022,545,40981,151,2835,453,3213,371,9889,580,1658,282,2199,294,1286,235,11.8,0.8,6.0,0.6,32006.0,842.0,11.0,0.7,15.2,0.1,23.4,0.0,13.1,0.5,9.2,0.8,23.8,0.1,1.7,0.3,4.4,0.5,13.6,0.8,2.5,0.4,3.4,0.5,0.7,0.1,0.101,0.3333,0.0909,0.1919,0.7171,0.1313,0.1414,0.8182,0.1111,0.5657,1.6364,0.202,0.3838,0.6263,1.0101,0.5253,0.7778,0.1818,0.6465,0.0808,0.0606,1.7475,0.1717,5.1111,0.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16451,1053,9.6,0.6,161046
37,NORTH CAROLINA,NC,Wake,37183,"Wake County, North Carolina",834.8216065,1046558,0,421426,327,390498,1545,99877,3945,24819,1510,39102,390,50481,1858,113852,41,255854,0,88102,1890,33903,1496,415361,650,24803,1579,71712,1765,13644,911,8429,684,15586,822,21921,834,9.8,0.4,4.3,0.3,39102.0,390.0,7.3,0.3,10.9,0.1,24.4,0.0,8.5,0.2,8.7,0.4,39.7,0.1,2.5,0.2,17.0,0.4,3.2,0.2,2.2,0.2,4.0,0.2,2.1,0.1,0.0303,0.0303,0.0202,0.0202,0.101,0.0,0.0303,0.8889,0.0101,0.5152,1.4445,0.0808,0.6465,0.798,1.4445,0.8283,0.9798,0.0303,0.4545,0.1212,0.5354,2.1212,0.2929,5.1112,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,92204,2845,8.9,0.3,966658
37,NORTH CAROLINA,NC,Buncombe,37021,"Buncombe County, North Carolina",656.4965596,254474,0,121591,321,107093,916,30609,1978,5203,662,31439,794,16793,1056,48292,66,48313,124,34184,1331,6385,577,41701,156,4665,763,10604,788,17321,930,3442,520,5428,497,6892,631,12.3,0.8,4.0,0.5,31439.0,794.0,9.0,0.6,19.0,0.1,19.0,0.0,13.6,0.5,6.0,0.5,16.4,0.1,1.9,0.3,8.7,0.6,14.2,0.8,3.2,0.5,5.1,0.5,2.7,0.2,0.1212,0.0202,0.1111,0.0606,0.3131,0.0303,0.5152,0.2222,0.1414,0.1414,1.0202,0.0303,0.2626,0.6566,0.9192,0.4444,0.8889,0.2323,0.8687,0.3333,0.6263,2.9495,0.7273,5.202,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25575,1491,10.2,0.6,250613
37,NORTH CAROLINA,NC,Polk,37149,"Polk County, North Carolina",237.6868283,20458,0,11674,47,9047,327,1906,368,475,139,30344,1772,1433,226,6016,83,3428,18,3703,333,403,132,2915,538,130,101,598,98,1750,258,222,99,543,140,332,75,9.5,1.8,5.2,1.5,30344.0,1772.0,9.1,1.4,29.4,0.4,16.8,0.1,18.4,1.6,4.5,1.5,14.2,2.6,0.7,0.5,5.1,0.8,15.0,2.2,2.5,1.1,6.0,1.5,1.6,0.4,0.0202,0.1515,0.1414,0.0707,0.3838,0.0606,1.0,0.0606,0.6667,0.0303,1.7576,0.3232,0.2121,0.1818,0.3939,0.101,0.8384,0.2828,0.6465,0.5253,0.3838,2.6768,0.6061,5.2121,0.1717,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,345,10.0,1.7,16514
37,NORTH CAROLINA,NC,Carteret,37031,"Carteret County, North Carolina",507.6068457,68920,0,49911,107,29690,449,7831,788,2159,284,32005,880,4603,364,16237,65,12414,0,13228,796,2180,296,9396,61,497,168,4813,305,9057,443,347,98,1426,186,1114,216,11.6,1.2,6.6,0.8,32005.0,880.0,8.9,0.7,23.6,0.1,18.0,0.0,19.6,1.2,7.3,1.0,13.6,0.1,0.8,0.3,9.6,0.6,18.1,0.9,1.2,0.3,4.8,0.6,1.6,0.3,0.0909,0.4646,0.101,0.0505,0.707,0.1212,0.8283,0.1212,0.7778,0.2929,2.0202,0.596,0.202,0.2323,0.4343,0.1313,0.899,0.4141,0.1111,0.2525,0.3838,2.0605,0.2424,5.222,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7669,577,11.4,0.9,65698
37,NORTH CAROLINA,NC,New Hanover,37129,"New Hanover County, North Carolina",192.2025107,224231,0,109244,254,93636,985,37602,1917,7148,813,32629,723,10768,818,37427,128,42393,106,28069,1217,7586,669,51376,148,2684,493,16258,986,4472,519,1268,261,5986,560,7164,565,17.3,0.9,6.2,0.7,32629.0,723.0,7.1,0.5,16.7,0.1,18.9,0.0,12.7,0.5,8.1,0.7,22.9,0.1,1.3,0.2,14.9,0.9,4.1,0.5,1.4,0.3,6.4,0.6,3.2,0.3,0.5354,0.3838,0.0808,0.0101,1.0101,0.202,0.2727,0.2121,0.0909,0.4141,0.9898,0.0202,0.3737,0.4343,0.808,0.3333,0.9596,0.0505,0.1515,0.5758,0.6869,2.4243,0.4646,5.2322,0.1919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,22625,1312,10.2,0.6,229706
37,NORTH CAROLINA,NC,Chatham,37037,"Chatham County, North Carolina",681.7172793,69791,0,31555,91,28527,391,8241,815,1698,344,39299,1746,6026,539,16306,147,14350,71,10548,956,1972,270,19869,172,2330,409,942,169,5203,443,483,154,1283,245,749,186,11.9,1.2,5.1,1.0,39299.0,1746.0,11.8,1.0,23.4,0.2,20.6,0.1,15.3,1.4,6.9,0.9,28.5,0.2,3.5,0.6,3.0,0.5,16.5,1.4,1.7,0.5,4.5,0.9,1.1,0.3,0.1111,0.1414,0.0101,0.2626,0.5252,0.0909,0.8081,0.3636,0.2727,0.2424,1.6868,0.2424,0.4848,0.9192,1.404,0.8081,0.6364,0.3333,0.2626,0.1919,0.2121,1.6363,0.1414,5.2523,0.202,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8246,847,11.9,1.2,53299
37,NORTH CAROLINA,NC,Watauga,37189,"Watauga County, North Carolina",312.4184553,54117,0,33520,162,20355,594,13155,755,2009,407,24906,979,3243,447,8200,86,7066,104,5954,559,917,193,4392,95,302,141,3889,495,2936,343,334,123,1159,269,5856,383,27.2,1.5,7.4,1.4,24906.0,979.0,10.5,1.4,15.2,0.2,13.1,0.2,11.1,1.0,4.5,0.9,8.1,0.2,0.6,0.3,11.6,1.5,8.8,1.0,1.6,0.6,5.7,1.3,10.8,0.7,0.9798,0.6162,0.4545,0.1515,2.202,0.5859,0.1414,0.0101,0.0707,0.0303,0.2525,0.0,0.0606,0.1212,0.1818,0.0303,0.9192,0.101,0.1818,0.4545,0.9596,2.6161,0.5657,5.2524,0.2121,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,4741,600,8.8,1.1,56809
37,NORTH CAROLINA,NC,Gates,37073,"Gates County, North Carolina",340.6121249,11563,0,5336,28,4477,159,1270,360,381,150,25334,1639,1145,198,2213,22,2398,13,2514,264,301,115,4275,19,14,72,0,26,1735,211,70,39,203,100,52,45,11.1,3.1,6.8,2.7,25334.0,1639.0,13.7,2.4,19.1,0.2,20.7,0.1,21.9,2.3,6.7,2.6,37.0,0.2,0.1,0.7,0.0,0.5,32.5,3.9,1.6,0.9,4.5,2.2,0.4,0.4,0.0707,0.5152,0.404,0.3535,1.3434,0.2525,0.5253,0.404,0.9394,0.2323,2.101,0.6364,0.596,0.0101,0.6061,0.2323,0.0,0.9293,0.1818,0.1919,0.0101,1.3131,0.0303,5.3636,0.2222,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,974,215,8.5,1.9,7631
37,NORTH CAROLINA,NC,Mitchell,37121,"Mitchell County, North Carolina",221.2520376,15040,0,8812,37,6361,285,2052,361,280,105,23907,1895,1721,263,3609,56,2768,30,3041,262,348,134,1143,19,126,124,119,54,1552,285,50,35,368,97,343,78,14.0,2.5,4.3,1.6,23907.0,1895.0,15.5,2.3,24.0,0.4,18.4,0.2,20.4,1.7,5.5,2.1,7.6,0.1,0.9,0.9,1.4,0.6,17.6,3.2,0.8,0.6,5.8,1.5,2.3,0.5,0.2424,0.0303,0.5657,0.5051,1.3435,0.2626,0.8586,0.1717,0.8384,0.0808,1.9495,0.5354,0.0505,0.2727,0.3232,0.0909,0.3232,0.3939,0.0303,0.4848,0.5556,1.7878,0.202,5.404,0.2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,297,12.6,2.0,13585
37,NORTH CAROLINA,NC,Madison,37115,"Madison County, North Carolina",449.6148991,21405,0,10892,81,8452,287,3586,556,559,164,25326,1774,2229,314,4486,41,3882,92,3566,378,552,125,1265,23,98,114,47,21,2796,280,155,74,398,152,1125,181,17.6,2.7,5.6,1.6,25326.0,1774.0,14.6,2.0,21.0,0.2,18.1,0.4,16.8,1.8,6.5,1.5,5.9,0.1,0.5,0.6,0.4,0.2,25.7,2.6,1.8,0.9,4.7,1.8,5.3,0.8,0.5556,0.2626,0.4141,0.4444,1.6767,0.4141,0.7172,0.1414,0.4949,0.202,1.5555,0.1313,0.0,0.0808,0.0808,0.0101,0.0404,0.7778,0.2929,0.2222,0.8384,2.1717,0.3232,5.4847,0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,408,10.2,1.9,14417
37,NORTH CAROLINA,NC,Cherokee,37039,"Cherokee County, North Carolina",455.5363265,27668,0,18104,76,11895,423,4516,677,702,195,22754,1140,2912,347,7817,107,4771,11,5649,484,515,164,2417,37,153,106,30,19,3618,393,245,88,573,180,439,147,16.5,2.5,6.4,1.8,22754.0,1140.0,13.7,1.6,28.3,0.4,17.2,0.0,20.6,1.8,4.3,1.4,8.7,0.1,0.6,0.4,0.2,0.1,20.0,2.2,2.1,0.7,4.8,1.5,1.6,0.5,0.4545,0.4343,0.7172,0.3535,1.9595,0.5051,0.9596,0.0808,0.8788,0.0202,1.9394,0.4848,0.0707,0.1212,0.1919,0.0404,0.0202,0.4949,0.3939,0.2525,0.3838,1.5453,0.1212,5.6361,0.2525,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3829,501,14.0,1.8,26202
37,NORTH CAROLINA,NC,Perquimans,37143,"Perquimans County, North Carolina",247.1437647,13459,0,7136,47,5919,206,2055,418,383,125,25809,1823,1361,237,3583,56,2579,8,2055,223,351,116,3755,18,128,123,109,68,1587,241,79,63,402,120,88,87,15.5,3.1,6.7,2.2,25809.0,1823.0,13.5,2.3,26.6,0.4,19.2,0.1,15.4,1.7,5.9,2.0,27.9,0.1,1.0,1.0,1.5,1.0,22.2,3.4,1.3,1.1,6.8,2.0,0.7,0.6,0.3535,0.4848,0.3838,0.3333,1.5554,0.3636,0.9293,0.2525,0.2929,0.1212,1.5959,0.1515,0.4747,0.303,0.7777,0.3232,0.3535,0.6061,0.1414,0.6162,0.0606,1.7778,0.1919,5.7068,0.2626,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1688,364,12.7,2.7,10575
37,NORTH CAROLINA,NC,Davie,37059,"Davie County, North Carolina",263.6952327,41991,0,18582,36,15999,326,5710,904,1125,299,29613,1749,3979,504,8313,23,9038,86,6493,505,1132,277,6429,26,936,229,605,150,3457,446,436,163,470,155,368,58,13.7,2.2,5.5,1.5,29613.0,1749.0,13.3,1.7,19.8,0.1,21.5,0.2,15.6,1.2,7.1,1.7,15.3,0.1,2.3,0.6,3.3,0.8,18.6,2.4,2.7,1.0,2.9,1.0,0.9,0.1,0.202,0.2323,0.1919,0.3232,0.9494,0.1818,0.6465,0.5354,0.3131,0.2626,1.7576,0.3232,0.2323,0.7677,1.0,0.5051,0.6869,0.4343,0.7677,0.0404,0.1313,2.0606,0.2525,5.7676,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510,828,10.8,2.0,35286
37,NORTH CAROLINA,NC,Ashe,37009,"Ashe County, North Carolina",425.0603837,26786,0,17649,76,11805,470,4748,741,604,172,24039,1544,3187,380,6427,63,4893,43,4166,398,867,225,1986,23,218,145,510,189,3820,418,91,52,729,174,430,167,18.0,2.8,4.6,1.3,24039.0,1544.0,15.8,1.9,24.0,0.2,18.3,0.2,15.7,1.5,7.3,1.9,7.4,0.1,0.9,0.6,2.9,1.1,21.6,2.4,0.8,0.4,6.2,1.5,1.6,0.6,0.5859,0.0909,0.5455,0.5152,1.7375,0.4444,0.8586,0.1515,0.3333,0.2929,1.6363,0.1919,0.0303,0.2727,0.303,0.0707,0.6162,0.5354,0.0303,0.5556,0.3838,2.1213,0.303,5.7981,0.2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155,344,11.9,1.3,20739
37,NORTH CAROLINA,NC,Cabarrus,37025,"Cabarrus County, North Carolina",361.2378374,201448,0,78093,118,72299,556,21822,1781,6349,608,31050,717,13302,1004,25749,96,52386,0,21234,1142,7151,600,66819,244,4165,625,4367,468,4943,479,2851,450,3144,385,1599,275,10.9,0.9,6.0,0.6,31050.0,717.0,10.0,0.8,12.8,0.1,26.0,0.0,10.6,0.6,9.9,0.8,33.2,0.1,2.2,0.3,5.6,0.6,6.3,0.6,3.9,0.6,4.3,0.5,0.8,0.1,0.0606,0.3333,0.1313,0.1212,0.6464,0.1111,0.101,0.9596,0.0606,0.6667,1.7879,0.3636,0.5152,0.7273,1.2425,0.6667,0.8485,0.0808,0.9596,0.1717,0.0909,2.1515,0.3131,5.8283,0.2929,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,15678,1181,7.8,0.6,174980
