ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,Cleveland,37045,"Cleveland County, North Carolina",464.2063373,97159,0,43579,142,36882,556,19262,1609,4004,491,21920,900,10650,840,17418,92,21452,76,15736,846,3613,452,26192,242,493,194,1327,257,8420,543,758,214,2886,410,1679,247,20.2,1.7,9.2,1.1,21920.0,900.0,16.0,1.3,17.9,0.1,22.1,0.1,16.2,0.9,9.8,1.2,27.0,0.2,0.5,0.2,3.0,0.6,19.3,1.2,2.1,0.6,7.8,1.1,1.7,0.3,0.7475,0.8586,0.7879,0.5657,2.9597,0.7879,0.4343,0.6162,0.4343,0.6465,2.1313,0.6566,0.4242,0.0808,0.505,0.1414,0.6364,0.4646,0.3939,0.7475,0.4646,2.707,0.6263,8.303,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11959,949,12.3,1.0,86904
37,NORTH CAROLINA,NC,Chowan,37041,"Chowan County, North Carolina",172.6570649,14205,0,7301,62,5984,285,2715,679,664,224,24084,1948,1682,368,3322,44,3001,79,2183,327,607,185,5710,49,0,76,163,90,1597,298,85,84,611,196,265,146,19.6,4.9,11.0,3.7,24084.0,1948.0,16.0,3.5,23.4,0.3,21.1,0.6,15.7,2.3,10.1,3.1,40.2,0.3,0.0,0.6,2.2,1.2,21.9,4.1,1.4,1.4,10.2,3.2,1.9,1.0,0.697,0.9596,0.5253,0.5657,2.7476,0.697,0.8081,0.4747,0.3333,0.7071,2.3232,0.7677,0.6566,0.0,0.6566,0.2525,0.5152,0.5859,0.1515,0.9091,0.4848,2.6465,0.5758,8.3739,0.7071,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1655,369,11.9,2.7,13239
37,NORTH CAROLINA,NC,Lee,37105,"Lee County, North Carolina",255.0618414,60125,0,24463,79,21744,391,9538,993,2268,332,23842,860,6663,484,9498,69,14870,35,9052,628,2115,317,25224,80,2709,439,859,206,3531,372,562,154,1245,207,943,196,16.1,1.7,7.9,1.1,23842.0,860.0,16.6,1.2,15.8,0.1,24.7,0.1,15.3,1.1,9.7,1.4,42.0,0.1,4.8,0.8,3.5,0.8,14.4,1.5,2.6,0.7,5.7,0.9,1.6,0.3,0.4343,0.6768,0.5758,0.6061,2.293,0.6263,0.2121,0.9293,0.2727,0.6162,2.0303,0.6061,0.697,0.9495,1.6465,0.9091,0.7071,0.2525,0.7071,0.4545,0.3838,2.505,0.4949,8.4748,0.7172,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,8307,792,14.1,1.3,61076
37,NORTH CAROLINA,NC,Caswell,37033,"Caswell County, North Carolina",425.3657552,22746,0,10778,89,9110,283,4273,615,698,207,22982,1314,3424,357,4590,15,4311,28,4008,375,535,158,8833,23,227,136,151,73,2904,293,177,92,891,184,1046,207,19.6,2.8,6.8,1.9,22982.0,1314.0,20.5,2.1,20.2,0.1,19.0,0.1,18.3,1.7,5.9,1.7,38.8,0.1,1.0,0.6,1.4,0.7,26.9,2.7,1.9,1.0,9.8,2.0,4.6,0.9,0.697,0.5152,0.6869,0.8586,2.7577,0.7071,0.6869,0.2222,0.6364,0.1212,1.6667,0.2121,0.6364,0.303,0.9394,0.4747,0.3232,0.8384,0.3232,0.8687,0.7879,3.1414,0.8687,8.5052,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,328,9.0,1.5,15537
37,NORTH CAROLINA,NC,Cumberland,37051,"Cumberland County, North Carolina",652.5607505,332106,0,145839,504,124418,820,57620,2237,12513,827,24301,393,19001,899,37300,37,82520,0,51395,1420,14690,685,185962,176,4618,514,16003,709,13122,476,2323,285,8127,441,15325,1252,18.2,0.7,9.0,0.6,24301.0,393.0,9.3,0.4,11.2,0.1,24.8,0.0,17.0,0.5,11.8,0.5,56.0,0.1,1.5,0.2,11.0,0.5,9.0,0.3,1.9,0.2,6.5,0.4,4.6,0.4,0.6364,0.8182,0.4848,0.0808,2.0202,0.5354,0.0404,0.9394,0.5354,0.8687,2.3839,0.8081,0.8889,0.5556,1.4445,0.8283,0.9091,0.1111,0.3232,0.596,0.7879,2.7273,0.6465,8.5759,0.7374,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,30795,1323,10.2,0.4,324968
37,NORTH CAROLINA,NC,Burke,37023,"Burke County, North Carolina",506.2364319,89712,0,41092,170,34672,622,15720,1328,3728,571,23466,1099,12258,784,17196,86,17402,0,17831,1012,2950,419,16443,85,1343,263,618,153,10634,615,1192,248,1754,270,2888,404,18.1,1.5,8.9,1.3,23466.0,1099.0,19.1,1.2,19.2,0.1,19.4,0.0,20.4,1.2,8.5,1.2,18.3,0.1,1.6,0.3,1.5,0.4,25.9,1.5,3.4,0.7,5.1,0.8,3.2,0.5,0.6162,0.7879,0.6364,0.7374,2.7779,0.7273,0.5657,0.2828,0.8384,0.4949,2.1818,0.6768,0.303,0.596,0.899,0.4343,0.3535,0.7879,0.899,0.3333,0.6869,3.0606,0.8081,8.9193,0.7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10725,988,12.3,1.1,79997
37,NORTH CAROLINA,NC,Tyrrell,37177,"Tyrrell County, North Carolina",390.7753473,4119,0,2229,189,1631,184,863,240,88,52,18682,1802,809,146,876,140,530,119,809,161,108,60,1922,226,33,56,0,17,676,131,29,29,149,73,702,169,25.2,6.8,5.3,3.2,18682.0,1802.0,24.5,4.1,21.3,3.4,12.9,2.9,23.6,4.6,6.6,3.6,46.7,5.5,0.8,1.4,0.0,0.8,30.3,5.7,1.8,1.8,9.1,4.3,17.0,4.1,0.9293,0.1818,0.9596,0.9798,3.0505,0.8182,0.7576,0.0,0.9798,0.2121,1.9495,0.5354,0.7677,0.2323,1.0,0.5051,0.0,0.8788,0.2929,0.8283,0.9899,2.9899,0.7778,8.9899,0.7576,1,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,5,560,169,16.4,4.9,4012
37,NORTH CAROLINA,NC,Hyde,37095,"Hyde County, North Carolina",612.3328186,5393,0,3249,181,1769,178,1062,425,231,117,18433,2045,709,180,887,150,1165,119,673,197,189,112,2215,228,122,102,18,34,546,188,75,68,20,27,655,167,22.3,9.0,10.4,5.4,18433.0,2045.0,18.4,4.5,16.4,2.8,21.6,2.2,14.1,4.1,10.7,6.2,41.1,4.2,2.4,2.0,0.6,1.1,16.8,5.7,4.2,3.8,1.1,1.5,12.1,3.1,0.798,0.9394,0.9697,0.6667,3.3738,0.9192,0.2525,0.5455,0.1616,0.8081,1.7677,0.3434,0.6768,0.7879,1.4647,0.8485,0.101,0.3535,0.9697,0.0,0.9798,2.404,0.4444,9.0102,0.7677,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,753,222,15.8,4.6,5216
37,NORTH CAROLINA,NC,Montgomery,37123,"Montgomery County, North Carolina",491.5242399,27338,0,16235,131,10411,385,5178,1074,527,171,22760,1767,3933,422,5257,63,6225,32,3906,392,929,224,10042,48,1037,277,75,43,3737,434,452,180,620,166,1167,305,19.7,4.1,4.8,1.5,22760.0,1767.0,20.7,2.2,19.2,0.2,22.8,0.1,14.9,1.5,8.9,2.1,36.7,0.2,4.0,1.1,0.5,0.3,23.0,2.7,4.3,1.7,6.0,1.6,4.3,1.1,0.7172,0.1212,0.7071,0.8788,2.4243,0.6364,0.5657,0.7576,0.2323,0.5253,2.0809,0.6263,0.5859,0.9293,1.5152,0.8687,0.0606,0.6465,0.9798,0.5253,0.7778,2.99,0.7879,9.0104,0.7778,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3552,467,13.5,1.8,25452
37,NORTH CAROLINA,NC,Hoke,37093,"Hoke County, North Carolina",390.1176214,53239,0,20709,171,17722,323,10823,936,1888,330,20656,721,4769,610,4819,80,14850,0,8401,630,2084,292,31774,65,1448,300,143,83,4120,285,398,124,936,179,1509,486,21.0,1.8,9.1,1.6,20656.0,721.0,14.0,1.8,9.1,0.2,27.9,0.0,17.1,1.2,11.8,1.6,59.7,0.1,3.0,0.6,0.7,0.4,19.9,1.4,2.2,0.7,5.3,1.0,2.8,0.9,0.7576,0.8485,0.8687,0.404,2.8788,0.7778,0.0101,1.0,0.5455,0.8687,2.4243,0.8283,0.9192,0.8687,1.7879,0.9495,0.1313,0.4848,0.4545,0.3838,0.6364,2.0908,0.2727,9.1818,0.7879,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,6307,733,12.8,1.5,37261
37,NORTH CAROLINA,NC,Jones,37103,"Jones County, North Carolina",471.3675927,9695,0,4958,30,4137,134,2526,336,381,109,21539,1661,1337,248,2053,7,1843,38,2405,217,300,85,3654,17,103,87,52,24,1628,159,107,64,299,81,123,33,26.2,3.5,8.9,2.5,21539.0,1661.0,18.4,3.4,21.2,0.1,19.0,0.4,25.0,2.3,7.3,2.1,37.7,0.2,1.1,0.9,1.0,0.5,32.8,3.2,2.6,1.6,7.2,2.0,1.3,0.3,0.9697,0.7879,0.798,0.6667,3.2223,0.8586,0.7475,0.2222,1.0,0.2929,2.2626,0.7475,0.6061,0.3737,0.9798,0.4949,0.2121,0.9394,0.7071,0.6566,0.2626,2.7778,0.697,9.2425,0.798,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,1495,202,15.5,2.1,7785
37,NORTH CAROLINA,NC,Warren,37185,"Warren County, North Carolina",429.1187586,20033,0,11948,95,7780,303,3663,522,724,179,22461,1741,2813,300,4736,25,3691,13,3845,296,613,156,12357,23,148,146,142,60,3798,326,83,60,784,175,978,222,19.2,2.7,9.0,2.1,22461.0,1741.0,19.5,2.1,23.6,0.1,18.4,0.1,20.1,1.5,7.9,2.0,61.7,0.1,0.8,0.8,1.2,0.5,31.8,2.7,1.1,0.8,10.1,2.2,4.9,1.1,0.6566,0.8182,0.7475,0.7475,2.9698,0.798,0.8283,0.1717,0.8081,0.3737,2.1818,0.6768,0.9596,0.2323,1.1919,0.6263,0.2424,0.9192,0.0808,0.899,0.8182,2.9596,0.7374,9.3031,0.8081,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,2506,411,13.1,2.1,16336
37,NORTH CAROLINA,NC,Northampton,37131,"Northampton County, North Carolina",536.6423594,20186,0,11670,49,8628,315,4216,607,541,132,20538,1193,3088,272,4901,41,3627,7,4045,384,955,219,12381,23,113,101,67,41,2621,314,65,42,938,157,835,111,21.9,3.1,7.0,1.6,20538.0,1193.0,20.5,1.8,24.3,0.2,18.0,0.0,20.9,2.0,11.1,2.5,61.3,0.1,0.6,0.5,0.6,0.4,22.5,2.7,0.8,0.5,10.9,1.7,4.1,0.5,0.7879,0.5657,0.8788,0.8586,3.091,0.8283,0.8889,0.1212,0.8889,0.8384,2.7374,0.9495,0.9394,0.1212,1.0606,0.5758,0.101,0.6263,0.0303,0.9394,0.7677,2.4647,0.4848,9.3537,0.8182,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,2887,427,14.9,2.2,17802
37,NORTH CAROLINA,NC,Washington,37187,"Washington County, North Carolina",346.5096349,12156,0,6458,37,5073,269,2808,429,359,171,21043,2285,1683,287,2774,10,2479,0,2764,337,702,190,6752,56,12,70,92,67,1542,288,57,63,613,179,157,60,23.5,3.6,7.5,3.3,21043.0,2285.0,20.1,3.3,22.8,0.1,20.4,0.0,23.0,2.8,13.8,3.7,55.5,0.5,0.1,0.6,1.4,1.0,23.9,4.5,1.1,1.3,12.1,3.4,1.3,0.5,0.8384,0.6364,0.8182,0.8182,3.1112,0.8384,0.7778,0.3333,0.9495,0.9697,3.0303,0.9899,0.8788,0.0101,0.8889,0.4141,0.3232,0.6869,0.0808,1.0,0.2626,2.3535,0.4343,9.3839,0.8283,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,3,1423,334,11.9,2.8,10395
37,NORTH CAROLINA,NC,Wilson,37195,"Wilson County, North Carolina",367.5740403,81336,0,36005,108,32128,440,17141,1396,3044,427,24273,921,10880,714,13809,105,19013,59,12604,855,3967,365,42950,361,1504,337,1014,209,4873,322,1015,211,3065,354,1549,257,21.5,1.8,8.0,1.1,24273.0,921.0,19.7,1.3,17.0,0.1,23.4,0.1,15.7,1.1,12.3,1.1,52.8,0.4,2.0,0.4,2.8,0.6,13.5,0.9,3.2,0.7,9.5,1.1,1.9,0.3,0.7778,0.7172,0.4949,0.7778,2.7677,0.7172,0.3232,0.8182,0.3333,0.899,2.3737,0.7879,0.8485,0.6768,1.5253,0.8788,0.6061,0.1717,0.8687,0.8485,0.4848,2.9798,0.7576,9.6465,0.8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10276,882,12.8,1.1,85489
37,NORTH CAROLINA,NC,Wayne,37191,"Wayne County, North Carolina",553.9167022,124002,0,54074,141,48153,588,25847,1810,4418,494,24124,967,13051,867,19322,188,29609,0,19818,1151,5910,508,57362,120,4889,618,1893,285,13379,681,1175,228,4072,485,3054,341,21.4,1.5,7.8,0.8,24124.0,967.0,15.9,1.1,15.6,0.2,23.9,0.0,16.5,0.9,12.3,1.0,46.3,0.1,4.2,0.5,3.5,0.5,24.7,1.3,2.4,0.5,8.5,1.0,2.5,0.3,0.7677,0.6566,0.5152,0.5455,2.485,0.6566,0.1919,0.8687,0.4646,0.899,2.4242,0.8182,0.7576,0.9394,1.697,0.9293,0.7071,0.7273,0.596,0.8081,0.5859,3.4244,0.9293,10.0306,0.8485,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15791,1040,13.2,0.9,110834
37,NORTH CAROLINA,NC,Columbus,37047,"Columbus County, North Carolina",938.1160101,56293,0,26250,140,22306,377,12666,1108,1487,284,22081,1488,7262,544,10792,127,12179,82,10692,650,2371,349,22896,117,866,311,236,118,8234,502,529,160,1775,316,2991,250,23.8,2.1,7.0,1.3,22081.0,1488.0,18.4,1.4,19.2,0.2,21.6,0.1,20.0,1.2,10.6,1.6,40.7,0.2,1.6,0.6,0.9,0.4,31.4,1.9,2.4,0.7,8.0,1.4,5.3,0.4,0.8586,0.5657,0.7677,0.6667,2.8587,0.7576,0.5657,0.5455,0.798,0.7677,2.6769,0.9192,0.6667,0.596,1.2627,0.697,0.1616,0.9091,0.596,0.7778,0.8384,3.2829,0.8788,10.0812,0.8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7325,745,13.7,1.4,50522
37,NORTH CAROLINA,NC,Anson,37007,"Anson County, North Carolina",531.4609617,25306,0,11594,231,9516,350,4647,670,1139,299,20124,1215,3522,413,4343,30,4936,158,4195,371,921,195,14018,10,324,174,132,86,2929,363,283,106,978,236,1838,568,19.8,2.9,9.9,2.6,20124.0,1215.0,19.5,2.3,17.2,0.1,19.5,0.6,17.8,1.6,9.7,2.0,55.4,0.0,1.3,0.7,1.1,0.7,25.3,3.1,3.0,1.1,10.3,2.4,7.3,2.2,0.7273,0.9293,0.9091,0.7475,3.3132,0.8889,0.3737,0.3131,0.596,0.6162,1.899,0.4242,0.8687,0.4343,1.303,0.7374,0.2323,0.7475,0.8586,0.9192,0.899,3.6566,0.9596,10.1718,0.8687,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2873,450,12.2,1.9,21664
37,NORTH CAROLINA,NC,Bertie,37015,"Bertie County, North Carolina",699.1761225,19644,0,9841,108,7976,367,4207,663,990,321,20430,1478,3095,346,4125,29,3508,50,3902,320,675,169,12909,58,72,90,34,25,3607,340,197,104,702,167,1388,225,23.0,3.6,11.7,3.7,20430.0,1478.0,21.3,2.4,21.0,0.1,17.9,0.3,21.3,1.7,8.5,2.1,65.7,0.3,0.4,0.5,0.3,0.3,36.7,3.4,2.5,1.3,8.8,2.0,7.1,1.1,0.8081,0.9798,0.8889,0.899,3.5758,0.9495,0.7172,0.1111,0.9091,0.4949,2.2323,0.7071,0.9798,0.0606,1.0404,0.5657,0.0303,0.9596,0.6465,0.8182,0.8889,3.3435,0.899,10.192,0.8788,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4,1912,340,10.4,1.8,17509
37,NORTH CAROLINA,NC,Bladen,37017,"Bladen County, North Carolina",874.8637816,33778,0,17877,89,13968,421,8649,1046,978,241,20803,1565,4798,439,6752,44,7125,0,6850,438,1556,264,15312,20,524,258,159,70,6624,399,334,127,1455,297,479,171,26.0,3.2,7.1,1.6,20803.0,1565.0,19.9,1.8,20.0,0.1,21.1,0.0,20.5,1.3,11.1,1.9,45.3,0.1,1.6,0.8,0.9,0.4,37.1,2.2,2.4,0.9,10.4,2.1,1.4,0.5,0.9596,0.596,0.8485,0.798,3.2021,0.8485,0.6667,0.4747,0.8687,0.8384,2.8485,0.9697,0.7374,0.596,1.3334,0.7778,0.1616,0.9798,0.596,0.9293,0.3131,2.9798,0.7576,10.3638,0.8889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,4697,610,14.0,1.8,31817
37,NORTH CAROLINA,NC,Halifax,37083,"Halifax County, North Carolina",723.7356812,51737,0,25919,160,21116,479,12684,1068,1851,278,21016,1144,8203,528,10103,29,11175,0,9699,557,2598,292,31800,29,236,171,801,206,5686,434,329,111,2442,300,1430,339,25.2,2.1,8.7,1.3,21016.0,1144.0,22.5,1.4,19.5,0.1,21.6,0.0,19.2,1.1,12.3,1.4,61.5,0.1,0.5,0.3,3.1,0.8,21.9,1.7,1.6,0.5,11.6,1.4,2.8,0.7,0.9293,0.7778,0.8283,0.9495,3.4849,0.9394,0.6162,0.5455,0.7475,0.899,2.8082,0.9596,0.9495,0.0808,1.0303,0.5556,0.6667,0.5859,0.1818,0.9697,0.6364,3.0405,0.798,10.3639,0.899,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,5735,633,11.4,1.2,45372
37,NORTH CAROLINA,NC,Edgecombe,37065,"Edgecombe County, North Carolina",505.4329096,53332,0,24945,108,21371,351,12423,1086,1868,309,20055,1070,7438,577,9789,47,12202,0,8854,708,3423,431,33938,39,490,198,626,167,5961,351,732,202,2399,401,771,168,23.6,2.1,7.9,1.3,20055.0,1070.0,20.3,1.6,18.4,0.1,22.9,0.0,16.8,1.4,16.0,2.0,63.6,0.1,1.0,0.4,2.5,0.7,23.9,1.4,3.4,0.9,11.2,1.8,1.4,0.3,0.8485,0.6768,0.9192,0.8384,3.2829,0.8788,0.4545,0.7778,0.4949,1.0,2.7272,0.9394,0.9697,0.303,1.2727,0.7071,0.5556,0.6869,0.899,0.9495,0.3131,3.4041,0.9192,10.6869,0.9091,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,5903,557,11.2,1.1,47072
37,NORTH CAROLINA,NC,Richmond,37153,"Richmond County, North Carolina",473.7033901,45189,0,21380,102,18546,380,10503,1065,1841,314,20745,870,6035,587,7692,87,10458,75,8034,650,2424,367,19288,2,912,224,256,92,5574,437,478,182,1719,258,1439,229,24.1,2.4,9.6,1.6,20745.0,870.0,19.7,1.9,17.0,0.2,23.1,0.2,18.3,1.5,13.1,2.0,42.7,0.0,2.2,0.5,1.2,0.4,26.1,2.0,2.6,1.0,9.3,1.4,3.2,0.5,0.8889,0.899,0.8586,0.7778,3.4243,0.9293,0.3232,0.798,0.6364,0.9596,2.7172,0.9293,0.7071,0.7273,1.4344,0.8182,0.2424,0.8081,0.7071,0.8384,0.6869,3.2829,0.8788,10.8588,0.9192,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5529,626,12.6,1.4,43661
37,NORTH CAROLINA,NC,Vance,37181,"Vance County, North Carolina",252.3979743,44482,0,20117,125,16854,453,10451,1422,1917,303,23211,2895,5998,582,7746,72,10601,43,7946,605,2412,308,26681,39,561,206,338,123,4808,437,576,168,1955,362,800,282,23.9,3.2,9.3,1.5,23211.0,2895.0,20.0,1.9,17.4,0.2,23.8,0.1,18.0,1.4,14.3,1.8,60.0,0.1,1.3,0.5,1.7,0.6,23.9,2.2,3.4,1.0,11.6,2.1,1.8,0.6,0.8687,0.8788,0.6667,0.8081,3.2223,0.8586,0.404,0.8485,0.6162,0.9798,2.8485,0.9697,0.9293,0.4343,1.3636,0.7879,0.4444,0.6869,0.899,0.9697,0.4747,3.4747,0.9394,10.9091,0.9293,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,4621,584,10.5,1.3,42442
37,NORTH CAROLINA,NC,Sampson,37163,"Sampson County, North Carolina",945.701804,63561,0,27610,131,23537,500,15084,1262,2458,363,21950,1130,9492,601,10866,106,15660,0,11793,814,2325,352,30992,29,3800,580,163,45,10152,468,843,231,1809,296,1006,309,24.1,2.0,8.5,1.2,21950.0,1130.0,22.3,1.4,17.1,0.2,24.6,0.0,18.7,1.3,9.9,1.5,48.8,0.0,6.4,1.0,0.6,0.2,36.8,1.7,3.6,1.0,7.7,1.2,1.6,0.5,0.8889,0.7576,0.7778,0.9394,3.3637,0.9091,0.3434,0.9192,0.7071,0.6667,2.6364,0.8889,0.798,0.9899,1.7879,0.9495,0.101,0.9697,0.9394,0.7273,0.3838,3.1212,0.8283,10.9092,0.9394,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,2,5,9732,815,15.5,1.3,52925
37,NORTH CAROLINA,NC,Duplin,37061,"Duplin County, North Carolina",814.7371457,59062,0,25876,91,21781,469,14056,1394,2419,404,19455,737,10317,689,10229,132,14388,121,11415,692,2012,345,28492,29,3898,520,410,149,9346,601,1000,230,1617,283,471,162,24.1,2.4,9.0,1.4,19455.0,737.0,25.8,1.7,17.3,0.2,24.4,0.2,19.5,1.2,9.2,1.6,48.2,0.0,7.0,0.9,1.6,0.6,36.1,2.3,4.6,1.1,7.4,1.3,0.8,0.3,0.8889,0.8182,0.9293,0.9899,3.6263,0.9596,0.3838,0.8889,0.7677,0.5657,2.6061,0.8788,0.7879,1.0,1.7879,0.9495,0.404,0.9495,1.0,0.6869,0.0909,3.1313,0.8586,11.1516,0.9495,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,2,5,10488,808,17.9,1.4,50750
37,NORTH CAROLINA,NC,Hertford,37091,"Hertford County, North Carolina",353.1633781,24153,0,10632,100,8899,260,5125,512,1145,268,18918,811,3477,363,4532,30,4632,24,4878,396,1091,176,16075,23,232,104,253,117,2780,238,206,70,878,161,2206,231,23.4,2.3,11.0,2.6,18918.0,811.0,20.8,2.2,18.8,0.1,19.2,0.1,21.5,1.7,12.3,2.0,66.6,0.1,1.0,0.5,2.4,1.1,26.1,2.2,2.3,0.8,9.9,1.7,9.1,1.0,0.8283,0.9596,0.9495,0.8889,3.6263,0.9596,0.4848,0.2525,0.9293,0.899,2.5656,0.8687,0.9899,0.303,1.2929,0.7273,0.5455,0.8081,0.5051,0.8788,0.9394,3.6769,0.9697,11.1617,0.9596,0,1,1,0,2,0,0,1,0,1,1,0,1,0,0,0,0,1,1,5,2789,405,12.3,1.8,24421
37,NORTH CAROLINA,NC,Scotland,37165,"Scotland County, North Carolina",319.1403591,35262,0,15295,118,13113,229,9030,645,1727,261,18242,717,4771,384,5960,32,8110,39,5957,413,1958,205,19886,7,205,110,404,87,3599,232,577,152,1504,185,2595,286,27.7,2.0,12.5,1.8,18242.0,717.0,20.2,1.6,16.9,0.1,23.0,0.1,17.9,1.2,14.9,1.5,56.4,0.0,0.6,0.3,2.6,0.6,23.5,1.5,4.4,1.2,11.5,1.4,7.4,0.8,0.9899,1.0,0.9899,0.8283,3.8081,0.9899,0.2929,0.7879,0.6061,0.9899,2.6768,0.9091,0.899,0.1212,1.0202,0.5455,0.5859,0.6566,0.9899,0.9596,0.9091,4.1011,1.0,11.6062,0.9697,1,1,1,0,3,0,0,0,1,1,0,0,0,0,0,1,1,1,3,7,3844,457,11.6,1.4,36132
37,NORTH CAROLINA,NC,Lenoir,37107,"Lenoir County, North Carolina",399.0866184,57227,0,27550,151,23121,504,12844,1064,3274,448,22361,1334,7800,727,10956,164,12917,56,13367,889,2728,367,28933,29,1179,295,990,185,6497,447,576,201,2705,310,1359,356,23.0,1.9,12.3,1.6,22361.0,1334.0,19.6,1.8,19.1,0.3,22.6,0.1,23.8,1.6,11.8,1.6,50.6,0.1,2.2,0.5,3.6,0.7,23.6,1.6,2.5,0.9,11.7,1.3,2.4,0.6,0.8081,0.9899,0.7576,0.7677,3.3233,0.899,0.5253,0.7374,0.9899,0.8687,3.1213,1.0,0.8283,0.7273,1.5556,0.8889,0.7374,0.6667,0.6465,0.9899,0.5657,3.6062,0.9495,11.6064,0.9798,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,7434,676,13.3,1.2,56733
37,NORTH CAROLINA,NC,Robeson,37155,"Robeson County, North Carolina",947.2764276,133442,0,53065,191,45969,349,36504,1387,4240,446,17881,526,19647,595,18955,98,33903,0,21746,683,5941,362,99430,74,2684,292,903,143,20342,514,1641,199,4530,338,3402,490,28.1,1.1,8.1,0.8,17881.0,526.0,22.9,0.7,14.2,0.1,25.4,0.0,16.5,0.5,12.9,0.8,74.5,0.1,2.2,0.2,1.7,0.3,38.3,1.0,3.6,0.4,9.9,0.7,2.5,0.4,1.0,0.7374,1.0,0.9596,3.697,0.9798,0.1212,0.9495,0.4646,0.9495,2.4848,0.8586,1.0,0.7273,1.7273,0.9394,0.4444,0.9899,0.9394,0.8788,0.5859,3.8384,0.9899,11.7475,0.9899,1,0,1,1,3,0,1,0,1,2,1,0,1,0,1,1,0,0,2,8,19745,910,15.0,0.7,121557
